area_type,availability,location,size,hall_present,bath,balcony,total_sqft,price
Super built-up  Area,18-Nov,B Narayanapura,3,1,3,2,1765,77.27
Super built-up  Area,Ready To Move,Attibele,2,1,2,1,1174,29.35
Super built-up  Area,19-Jun,Bannerghatta Road,3,1,3,1,1894,115
Plot  Area,Ready To Move,Ramamurthy Nagar,4,1,2,2,960,138
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,1,3,2,1760,142
Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3,1,3,3,1768,95
Built-up  Area,Ready To Move,Kothanur,3,1,3,0,1790,97
Plot  Area,17-Jul,Kumara Park,4,1,5,1,3500,800
Plot  Area,18-Dec,Whitefield,2,1,2,1,1200,45
Built-up  Area,Ready To Move,Kengeri,4,1,4,0,2540,160
Super built-up  Area,Ready To Move,Mahadevpura,2,1,2,1,1137,53.4
Super built-up  Area,22-May,Jakkur,4,1,5,2,3181,229
Plot  Area,Ready To Move,Guni Agrahara,7,1,6,2,1200,115
Super built-up  Area,Ready To Move,Mysore Road,3,1,2,2,1568,100
Built-up  Area,Ready To Move,Devanahalli,4,1,4,0,4920,393.5
Super built-up  Area,Ready To Move,AECS Layout,2,1,2,1,1308,60
Super built-up  Area,19-Aug,Shankarapuram,4,1,4,2,3060,350
Super built-up  Area,Ready To Move,Bisuvanahalli,3,1,2,1,1200,41
Super built-up  Area,Ready To Move,Shetty Halli,1,1,1,2,800,32
Super built-up  Area,19-Dec,Electronic City,1,1,1,1,530,13.5
Built-up  Area,Ready To Move,Bisuvanahalli,3,1,2,1,873,40
Plot  Area,Ready To Move,AGB Layout,7,1,6,3,3000,145
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4,1,4,1,1200,235
Super built-up  Area,Ready To Move,Subramanyapura,2,1,2,1,958,33.53
Super built-up  Area,Ready To Move,Thigalarapalya,3,1,4,2,2072,160
Super built-up  Area,21-Dec,Talaghattapura,3,1,3,3,2273,159
Plot  Area,18-May,Banashankari Stage VI,3,1,3,2,600,90
Super built-up  Area,Ready To Move,Thanisandra,1,1,1,2,760,50
Super built-up  Area,Ready To Move,Dommasandra,2,1,2,2,1090,43.5
Super built-up  Area,Ready To Move,Thigalarapalya,3,1,4,2,2072,155
Super built-up  Area,Ready To Move,Bellandur,3,1,3,1,2666,230
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,2,1,1550,89
Super built-up  Area,18-Aug,Ramagondanahalli,2,1,2,1,1251,50
Super built-up  Area,Ready To Move,Electronic City,2,1,2,1,1070,53
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1,2,2,1200,45
Built-up  Area,Ready To Move,CV Raman Nagar,3,1,2,2,1435,60
Built-up  Area,Ready To Move,Bommasandra,3,1,2,3,1400,45
Super built-up  Area,Ready To Move,Judicial Layout,4,1,3,2,2330,94.71
Super built-up  Area,Ready To Move,Thanisandra,2,1,2,3,1200,60
Super built-up  Area,Ready To Move,Panathur,2,1,2,2,1000,40
Super built-up  Area,18-Sep,Bannerghatta Road,3,1,2,2,1655,62.89
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9,1,9,3,3600,240
Plot  Area,Ready To Move,Bidrahalli,1,1,1,1,600,35
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1,2,1,1175,50
Super built-up  Area,Ready To Move,Uttarahalli,2,1,2,2,1155,40.43
Plot  Area,Ready To Move,Magadi Road,3,1,3,2,1200,98
Super built-up  Area,Ready To Move,Budigere,2,1,2,2,1149,65
Super built-up  Area,Ready To Move,Jakkur,3,1,3,2,1745,98.485
Plot  Area,Ready To Move,Choodasandra,4,1,4,2,3200,375
Super built-up  Area,Ready To Move,Chinnapanahalli,2,1,2,2,1010,55
Super built-up  Area,Ready To Move,Hegde Nagar,3,1,3,2,1718,119
Super built-up  Area,Ready To Move,Bilal Nagar,2,1,1,1,650,20
Super built-up  Area,Ready To Move,Banashankari,2,1,2,2,1330,77
Super built-up  Area,Ready To Move,Hormavu,2,1,2,2,1200,68
Super built-up  Area,21-Dec,Bannerghatta Road,3,1,3,2,1693,89
Super built-up  Area,19-Dec,Koramangala,2,1,2,1,1249,165
Built-up  Area,Ready To Move,Thanisandra,3,1,4,1,1800,125
Plot  Area,Ready To Move,Margondanahalli,2,1,2,0,900,55
Super built-up  Area,Ready To Move,NGR Layout,2,1,2,1,1020,46
Super built-up  Area,Ready To Move,Amruthahalli,3,1,3,2,1700,77
Built-up  Area,18-Jun,Panathur,1,1,1,1,661,40
Super built-up  Area,17-Sep,Bannerghatta Road,2,1,2,2,1280,60.16
Plot  Area,Ready To Move,Krishna Nagar,5,1,4,2,1000,90
Super built-up  Area,Ready To Move,Hosur Road,2,1,2,1,1170,48
Super built-up  Area,Ready To Move,Thanisandra,1,1,2,1,933,58
Built-up  Area,Ready To Move,Sarjapur  Road,2,1,2,0,1150,44
Super built-up  Area,Ready To Move,Benson Town,4,1,6,2,3633,550
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,3,3,1380,130
Built-up  Area,Ready To Move,Banjara Layout,2,1,2,1,1050,64.8
Super built-up  Area,Ready To Move,Kanakapura Main Road,2,1,2,1,1080,37.8
Super built-up  Area,Ready To Move,Harlur,2,1,2,1,1303,90
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1,2,2,1196,40.54
Built-up  Area,Ready To Move,Nagarbhavi,5,1,3,2,2500,180
Plot  Area,Ready To Move,Sarjapur  Road,5,1,4,1,1200,95
Super built-up  Area,18-May,Bommanahalli,3,1,3,2,1250,41
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1,2,3,1419,87
Super built-up  Area,Ready To Move,Banashankari,2,1,2,3,1200,49
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1,2,2,1120,65
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,1,1,0,762.5,45.4
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1,2,1,1245,75
Built-up  Area,Ready To Move,Palanahalli,4,1,4,3,3978,428
Super built-up  Area,Ready To Move,Channasandra,2,1,2,1,1093,34
Super built-up  Area,18-Jul,Electronic City,2,1,1,1,1025,26.63
Super built-up  Area,Ready To Move,Hebbal,2,1,2,1,1345,97
Plot  Area,Ready To Move,Suryanagar,2,1,2,1,1500,45
Super built-up  Area,21-Jun,Vijayanagar,2,1,2,1,1180,86
Super built-up  Area,Ready To Move,NGR Layout,2,1,2,1,1020,48.45
Super built-up  Area,Ready To Move,Nanjappa Layout,3,1,3,3,1800,85
Super built-up  Area,18-Aug,Konanakunte,4,1,4,1,3621,511
Super built-up  Area,Ready To Move,Banagiri Nagar,3,1,3,2,2008,170
Super built-up  Area,18-Jun,Kothannur,3,1,2,2,1240,39.85
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1,2,1,1020,55
Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3,1,3,2,2095,142
Super built-up  Area,Ready To Move,Gunjur,3,1,3,2,1362,62.63
Super built-up  Area,Ready To Move,Yelahanka,1,1,1,0,694,30.84
Super built-up  Area,Ready To Move,Vittasandra,2,1,2,2,1404,70
Super built-up  Area,Ready To Move,Electronic City Phase II,3,1,2,3,1192,47
Plot  Area,Ready To Move,Wilson Garden,8,1,12,2,1850,300
Plot  Area,Ready To Move,Mahalakshmi Layout,4,1,1,0,1050,35
Super built-up  Area,Ready To Move,Vittasandra,2,1,2,1,1259,67.48
Super built-up  Area,Ready To Move,Kengeri,2,1,2,2,1000,34
Super built-up  Area,20-Dec,Rachenahalli,2,1,2,1,985,49.97
Built-up  Area,Ready To Move,Indira Nagar,1,1,1,2,850,60
Built-up  Area,Ready To Move,Uttarahalli,3,1,2,1,1650,50
Plot  Area,Ready To Move,Rajaji Nagar,5,1,3,1,2400,320
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,4,1,1900,180
Super built-up  Area,Ready To Move,Ambedkar Nagar,2,1,2,2,1367,86
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,2,2,1210,81
Super built-up  Area,Ready To Move,Duvasapalya,2,1,2,1,1190,48.6
Super built-up  Area,Ready To Move,Sarjapur,2,1,2,2,1175,42
Super built-up  Area,Ready To Move,R.T. Nagar,4,1,4,2,2800,400
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1140,40
Super built-up  Area,Ready To Move,Hoskote,2,1,2,2,1095,33.6
Super built-up  Area,Ready To Move,Attibele,1,1,1,0,782,19.55
Super built-up  Area,Ready To Move,Gubbalala,3,1,2,2,1435,80
Super built-up  Area,Ready To Move,Choodasandra,2,1,2,2,725,36
Built-up  Area,Ready To Move,BCMC Layout,3,1,2,2,1600,88
Plot  Area,Ready To Move,9th Phase JP Nagar,5,1,5,2,1200,160
Super built-up  Area,Ready To Move,Hosakerehalli,4,1,4,2,3205,300
Plot  Area,Ready To Move,Vishwapriya Layout,4,1,3,1,720,95
Super built-up  Area,Ready To Move,Nehru Nagar,3,1,3,2,1674,90
Plot  Area,Ready To Move,Jnanabharathi Layout,4,1,4,2,860,125
Super built-up  Area,Ready To Move,Haralur Road,2,1,2,2,1243,46
Super built-up  Area,19-Jul,Kanakpura Road,3,1,3,2,1703,130
Super built-up  Area,18-May,Padmanabhanagar,3,1,3,1,1350,71.55
Super built-up  Area,Ready To Move,Horamavu Agara,2,1,2,1,1145,41.21
Super built-up  Area,18-Apr,Whitefield,2,1,2,1,1216,75
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1,3,1,1100,60
Super built-up  Area,Ready To Move,Sarjapur  Road,4,1,5,1,2425,201
Plot  Area,Ready To Move,Kothanur,4,1,4,2,2700,175
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1,2,2,1196,40.54
Carpet  Area,Ready To Move,Kanakpura Road,3,1,3,3,1600,90
Super built-up  Area,17-Oct,Banashankari Stage V,3,1,3,3,1510,47.57
Super built-up  Area,Ready To Move,Hosakerehalli,4,1,4,1,3033,326
Plot  Area,Ready To Move,Pai Layout,2,1,2,1,780,72
Super built-up  Area,Ready To Move,Haralur Road,2,1,2,2,1194,47
Built-up  Area,Ready To Move,Banashankari Stage II,2,1,2,2,1250,110
Plot  Area,Ready To Move,Sarjapur  Road,5,1,4,1,1480,169
Plot  Area,Ready To Move,Horamavu Agara,4,1,4,1,1250,100
Plot  Area,Ready To Move,Udaya Nagar,4,1,4,2,1350,160
Built-up  Area,Ready To Move,Laggere,1,1,2,0,620,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1,3,2,1630,60.65
Built-up  Area,Ready To Move,Hennur Road,2,1,2,0,1020,45
Super built-up  Area,18-Aug,Hosakerehalli,3,1,2,2,1410,53.58
Carpet  Area,18-Dec,Bhoganhalli,2,1,2,1,1181.7,100
Plot  Area,Ready To Move,9th Block Jayanagar,9,1,8,3,1200,270
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1691,113
Built-up  Area,Ready To Move,KR Puram,4,1,4,0,1200,83
Super built-up  Area,Ready To Move,Banaswadi,2,1,2,3,1200,60
Super built-up  Area,Ready To Move,Old Airport Road,2,1,2,2,1050,50
Super built-up  Area,Ready To Move,Kathriguppe,3,1,3,2,1300,77.99
Super built-up  Area,21-Dec,Whitefield,2,1,2,1,1356,94.84
Super built-up  Area,20-Dec,Whitefield,2,1,2,1,1338,103
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,1,1,1,1,500,20
Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,3,1,2,1,1280,100
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1,3,3,1531,51.77
Super built-up  Area,18-May,Church Street,4,1,4,1,11000,1600
Built-up  Area,Ready To Move,Anekal,2,1,1,1,620,23.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1,2,2,1605,65
Super built-up  Area,Ready To Move,Thanisandra,3,1,3,2,1917,110
Plot  Area,Ready To Move,Nagarbhavi,4,1,3,1,1200,340
Super built-up  Area,Ready To Move,Srinivas Colony,3,1,3,2,2750,943
Built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1400,55
Built-up  Area,Ready To Move,Thubarahalli,3,1,3,3,2625,175
Built-up  Area,Ready To Move,Sahakara Nagar,2,1,2,1,1100,55
Super built-up  Area,Ready To Move,Hennur Road,3,1,3,3,2041,128
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,4,2,2070,160
Super built-up  Area,Ready To Move,Hebbal,3,1,3,3,1110,59
Built-up  Area,Ready To Move,Uday Nagar,3,1,3,1,1650,110
Plot  Area,18-Dec,Ambedkar Nagar,4,1,4,3,3565,255
Super built-up  Area,19-Dec,Varthur Road,3,1,2,2,1033,30.47
Super built-up  Area,Ready To Move,HSR Layout,2,1,2,2,1142,65
Super built-up  Area,Ready To Move,Mathikere,3,1,2,2,1500,75
Super built-up  Area,Ready To Move,Electronic City Phase II,3,1,3,3,1502,50
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3,1,2,1,1176,45
Super built-up  Area,18-May,Hosa Road,2,1,2,1,1063,32.8
Built-up  Area,Ready To Move,Kammanahalli,2,1,2,1,1100,60
Plot  Area,Ready To Move,Kamakshipalya,2,1,2,2,1044,85
Plot  Area,Ready To Move,Sarjapur  Road,3,1,3,2,5400,700
Built-up  Area,Ready To Move,6th Phase JP Nagar,2,1,2,2,1216,60
Super built-up  Area,Ready To Move,Suddaguntepalya,3,1,3,2,1425,55
Plot  Area,Ready To Move,Hongasandra,8,1,8,2,1200,150
Super built-up  Area,Ready To Move,Hosur Road,2,1,2,2,1345,108
Super built-up  Area,Ready To Move,Marathahalli,2,1,2,1,1248,130
Plot  Area,Ready To Move,Chaitanya Ananya,4,1,4,2,1830,325
Built-up  Area,Ready To Move,Shankarapuram,2,1,1,0,900,130
Built-up  Area,Ready To Move,Bellandur,4,1,4,2,3600,245
Super built-up  Area,Ready To Move,Uttarahalli,2,1,2,1,1025,35.88
Plot  Area,Ready To Move,Nagashetty Halli,2,1,1,1,840,99
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1,2,2,3050,90
Super built-up  Area,Ready To Move,Kadubeesanahalli,3,1,2,2,1424,75
Built-up  Area,Ready To Move,EPIP Zone,3,1,3,1,2500,268
Plot  Area,Ready To Move,ISRO Layout,6,1,6,2,1200,230
Super built-up  Area,18-Aug,Byrasandra Extension,2,1,2,2,1285,45
Super built-up  Area,Ready To Move,Babusapalaya,2,1,2,1,1450,55.99
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2,1,2,1,1160,70
Plot  Area,Ready To Move,Yelahanka New Town,3,1,3,0,2700,350
Plot  Area,18-Apr,Gattahalli,3,1,2,2,2000,95
Super built-up  Area,Ready To Move,Uttarahalli,2,1,2,1,1125,47.65
Built-up  Area,Ready To Move,Old Madras Road,4,1,4,2,3900,175
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1,2,1,1133,38.37
Super built-up  Area,Ready To Move,Arekere,2,1,2,2,1240,60
Super built-up  Area,22-Nov,Devanahalli,3,1,3,3,1466,77.59
Super built-up  Area,Ready To Move,Outer Ring Road East,4,1,4,2,3870,411
Super built-up  Area,Ready To Move,Ramagondanahalli,3,1,2,2,1610,115
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1220,56
Built-up  Area,Ready To Move,Kaggadasapura,2,1,2,2,1225,48
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1,2,1,1300,54
Super built-up  Area,19-May,Thanisandra,3,1,4,1,1996,123
Super built-up  Area,Ready To Move,Mallathahalli,3,1,2,2,1320,55
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1,3,2,1800,240
Super built-up  Area,Ready To Move,Richmond Town,3,1,3,3,1835,175
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1,3,2,1435,90
Super built-up  Area,Ready To Move,Whitefield,3,1,3,2,4097,400
Super built-up  Area,Ready To Move,Rayasandra,3,1,3,3,1601,70
Super built-up  Area,Ready To Move,Kadubeesanahalli,2,1,2,2,1257,93
Super built-up  Area,Ready To Move,Iblur Village,4,1,5,1,3596,260
Super built-up  Area,Ready To Move,Kasavanhalli,2,1,2,2,1309,95
Plot  Area,Ready To Move,Yeshwanthpur,2,1,2,0,1362,100
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1115,55
Super built-up  Area,Ready To Move,Whitefield,3,1,3,2,1870,90
Super built-up  Area,18-Nov,manyata park,2,1,2,1,1322,61.99
Super built-up  Area,Ready To Move,Telecom Layout,3,1,2,1,1450,65
Super built-up  Area,Ready To Move,Banashankari,2,1,2,2,1185,67
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,3,3,1790,120
Plot  Area,Ready To Move,Whitefield,3,1,4,2,3450,208
Super built-up  Area,Ready To Move,Rachenahalli,2,1,2,2,1050,52.5
Super built-up  Area,Ready To Move,Budigere,1,1,1,0,693,27.375
Plot  Area,Ready To Move,Sarjapur  Road,4,1,4,2,5400,750
Super built-up  Area,Ready To Move,Devanahalli,1,1,1,0,775,39
Built-up  Area,Ready To Move,Hoodi,2,1,2,2,1000,48
Super built-up  Area,19-Mar,Thanisandra,2,1,2,1,1183,77.25
Super built-up  Area,20-Dec,Binny Pete,3,1,3,2,1282,178
Super built-up  Area,Ready To Move,Alur,1,1,1,1,425,15
Built-up  Area,Ready To Move,Nelamangala,2,1,2,2,820,30
Super built-up  Area,Ready To Move,Richmond Town,4,1,4,2,2230,792
Built-up  Area,Ready To Move,Hebbal,2,1,2,2,1200,52
Super built-up  Area,18-Jun,Ramagondanahalli,2,1,2,2,1151,43.6
Super built-up  Area,Ready To Move,Hulimavu,3,1,2,2,1320,59
Carpet  Area,18-Apr,Bikasipura,3,1,3,2,1450,68
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,1,2,3,1270,50.79
Super built-up  Area,Ready To Move,Hegde Nagar,3,1,3,2,1847,123
Super built-up  Area,18-May,Devanahalli,1,1,2,1,1020,49.87
Super built-up  Area,Ready To Move,Somasundara Palya,3,1,3,2,1650,95
Super built-up  Area,Ready To Move,Richmond Town,4,1,4,3,2380,242
Built-up  Area,Ready To Move,Electronic City,3,1,2,2,2400,78
Super built-up  Area,Ready To Move,Begur Road,2,1,2,2,1160,44
Super built-up  Area,18-Aug,Haralur Road,4,1,4,3,2805,154
Super built-up  Area,18-Jun,Mysore Road,3,1,3,0,1360,47.6
Super built-up  Area,Ready To Move,Brookefield,2,1,2,1,1089,49
Super built-up  Area,Ready To Move,Yelahanka,2,1,2,2,1115,60
Super built-up  Area,Ready To Move,Kudlu Gate,2,1,2,1,1215,45
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1,2,1,1194,51
Super built-up  Area,18-Dec,Kannamangala,3,1,3,1,1536,104
Super built-up  Area,Ready To Move,Hennur,2,1,2,2,1255,55.5
Super built-up  Area,17-Oct,Electronic City,3,1,3,2,1571,83
Plot  Area,Ready To Move,Virupakshapura,2,1,1,0,900,70
Super built-up  Area,Ready To Move,Keshava Nagar,2,1,2,2,1517,125
Super built-up  Area,Ready To Move,Budigere,1,1,1,1,664,35.4
Super built-up  Area,Ready To Move, Devarachikkanahalli,2,1,2,1,1230,58
Super built-up  Area,Ready To Move,Hegde Nagar,2,1,2,2,1340,72
Super built-up  Area,Ready To Move,Attibele,2,1,2,1,1175,29.38
Plot  Area,Ready To Move,Benson Town,4,1,4,1,3569,600
Super built-up  Area,Ready To Move,Sarjapur,2,1,2,2,1240,43.1
Built-up  Area,Ready To Move,V.V Puram,3,1,2,0,1359.99,150
Super built-up  Area,Ready To Move,Electronic City,3,1,2,1,1470,44.1
Super built-up  Area,21-Dec,Kanakpura Road,1,1,2,1,525,29.25
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1,3,2,1680,117
Super built-up  Area,Ready To Move,Sri Sai Layout,2,1,2,2,1000,35
Super built-up  Area,Ready To Move,Gunjur,2,1,2,1,1071,51
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1,3,2,1512,80
Built-up  Area,Ready To Move,Frazer Town,4,1,2,1,3435,341
Super built-up  Area,19-Dec,Thanisandra main road,3,1,3,1,3144,455
Built-up  Area,Ready To Move,Kalyan nagar,2,1,2,1,1190,60
Super built-up  Area,Ready To Move,Pattandur Agrahara,3,1,2,3,1550,80
Super built-up  Area,21-May,Kanakpura Road,2,1,2,2,1283,63.22
Built-up  Area,Ready To Move,Mallasandra,2,1,2,2,1325,73
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1105,35.36
Super built-up  Area,Ready To Move,Banaswadi,3,1,3,2,1600,74.5
Plot  Area,Ready To Move,Devara Jeevanahalli,4,1,2,2,400,35
Super built-up  Area,18-Apr,Kanakpura Road,2,1,2,1,800,41.145
Super built-up  Area,Ready To Move,Hennur,2,1,2,1,1100,44.55
Super built-up  Area,21-Dec,Talaghattapura,3,1,3,3,2099,147
Super built-up  Area,Ready To Move,Yelachenahalli,3,1,2,1,1365,72
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1,3,3,1485,132
Super built-up  Area,Ready To Move,Hosur Road,2,1,2,1,1250,55
Super built-up  Area,Ready To Move,Chikkalasandra,3,1,2,2,1290,56.12
Super built-up  Area,Ready To Move,Bellandur,2,1,2,1,1170,46.79
Super built-up  Area,19-Jul,Kanakpura Road,2,1,2,3,1328,91.06
Super built-up  Area,19-Mar,Hennur Road,2,1,2,1,1232,87
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,1,2,2,1180,88.5
Super built-up  Area,Ready To Move,Electronic City,3,1,3,2,1350,66
Super built-up  Area,18-May,Nagawara Junction,4,1,4,2,3602,280
Super built-up  Area,Ready To Move,Nagasandra,4,1,4,1,2400,145
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1,2,2,1020,32
Super built-up  Area,Ready To Move,Begur Road,3,1,2,3,1410,49.34
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3,1,3,2,2159,120
Super built-up  Area,18-Apr,TC Palaya,3,1,2,0,1200,66
Super built-up  Area,Ready To Move,Hennur,2,1,2,1,1255,57.5
Super built-up  Area,18-Sep,Whitefield,2,1,2,1,1074,42.79
Plot  Area,18-Nov,Suragajakkanahalli,3,1,3,2,1200,72
Super built-up  Area,18-Apr,Sarjapur,3,1,2,2,1170,35.41
Super built-up  Area,21-Jun,Tumkur Road,1,1,1,0,728.5,31.315
Super built-up  Area,Ready To Move,Bommanahalli,3,1,2,2,1660,100
Plot  Area,Ready To Move,Gattigere,5,1,6,1,900,95
Built-up  Area,Ready To Move,SK Garden,6,1,3,0,1850,175
Built-up  Area,Ready To Move,Gowdanapalya,1,1,1,0,510,34
Super built-up  Area,Ready To Move,Mahadevpura,3,1,3,2,1601,95
Super built-up  Area,18-Mar,Begur Road,2,1,2,1,952,42
Super built-up  Area,Ready To Move,PNS Layout,2,1,2,3,1166,65
Built-up  Area,Ready To Move,Venkatapura,3,1,2,1,2700,260
Built-up  Area,Ready To Move,Electronic City Phase II,4,1,3,1,1900,97
Plot  Area,Ready To Move,Mathikere,3,1,2,0,1350,175
Super built-up  Area,18-Aug,Haralur Road,3,1,2,2,1520,96
Plot  Area,Ready To Move,Harsha Layout,4,1,6,3,2100,100
Super built-up  Area,Ready To Move,Yelenahalli,2,1,2,2,1175,50
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1,2,2,1432,68
Super built-up  Area,18-Jun,Bommasandra Industrial Area,2,1,2,1,1005,39.77
Super built-up  Area,Ready To Move,Rajiv Nagar,2,1,2,1,1309,80
Super built-up  Area,Ready To Move,Dairy Circle,3,1,4,2,2251,370
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1,2,1,1050,77
Super built-up  Area,21-Dec,Kanakpura Road,3,1,3,2,1100,53
Plot  Area,Ready To Move,Sanjay nagar,3,1,3,3,2400,310
Super built-up  Area,Ready To Move,Begur Road,3,1,2,2,1565,56.34
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2,1,2,1,940,56
Super built-up  Area,18-Jun,Yarandahalli,2,1,2,1,1015,40.1
Plot  Area,Ready To Move,BTM 2nd Stage,3,1,2,0,2400,360
Super built-up  Area,Ready To Move,Electronic City,3,1,3,3,1652,110
Super built-up  Area,Ready To Move,Whitefield,2,1,2,2,1100,52
Super built-up  Area,Ready To Move,Rajiv Nagar,4,1,4,1,2340,145
Super built-up  Area,21-Jul,Koramangala,2,1,2,1,1084,179
Plot  Area,Ready To Move,Kammanahalli,2,1,1,1,1200,81
Super built-up  Area,Ready To Move,Kacharakanahalli,3,1,3,3,1400,69
Plot  Area,16-Mar,HBR Layout,4,1,5,0,2400,320
Super built-up  Area,18-Jul,Electronic City Phase II,2,1,2,1,1020,27.43
Super built-up  Area,Ready To Move,Whitefield,2,1,2,1,1267,90.33
Super built-up  Area,Ready To Move,Bhoganhalli,4,1,4,3,2439,185
Built-up  Area,Ready To Move,Ashwath Nagar,3,1,3,2,1645,95
Super built-up  Area,Ready To Move,Sahakara Nagar,3,1,2,2,1100,75
Built-up  Area,18-Dec,Electronic City,3,1,2,1,1320,38.12
